Organisation,Org_URL,Country,Pub_Date,Leak_Type,Description,Ransom_URL,Ransom_Group,Org_Revenue,Leak_Size,Message,Exact_Date
Whitehall. (OH),https://www.whitehall-oh.us/,unknown,16/01/54381,NA,Sweet City of Whitehall  UPD: 5/31/22 UPD: 6/01/22 UPD: 6/02/22 UPD: 7/14/22,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c3d0e001-f0e8-4c9e-b7ac-94ab9bbb1f02,BlackCat,NA,NA,"If you do not contact us, we will have to make your leaked data publicly available. This is the first part.  UPD: - Bank Statements; - Budget; - Police; - Consulate; - Warrants; - Certificates; - Treasurer; - Covid-19; - Miscellaneous Documents;  156 gb of city data  Information Technology(614) 246-7864(Say hi). Your employee said they wouldn't fall for the trick. So the leak will be on his conscience. On 6/01/2022, we'll start posting the first data.   UPD(6/01/2022): Meria, do you have a problem with street lights? What a shame...Don't fool the people =) ""Mafia goes to sleep, the city wakes up"". Meria, are you all right?    UPD(6/02/2022): Let's see, let's see... what do we have here...? ""The city falls asleep, the mafia awakens."" Shall we play? =)   UPD(7/14/22): Full data",16/01/54381 22:18:55
M+A Partners,https://www.mapartners.co.uk/,unknown,23/05/54371,NA,"At M+A Partners, our focus is to bring together professional accounts, audit and tax expertise with practical, forward-looking advice that adds value. With a history that stretches back over 100 years, we are a partnership founded on a team of experienced individuals; each one working to offer the right guidance for our clients. We set ourselves apart by focusing on your current needs and future ambitions – it is here that our advice takes shape, adapting to your different requirements. ",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6149aea4-8dcc-4966-a427-430be003e2cc,BlackCat,NA,NA,"453 GB data has been downloaded from company file servers, including:  -Internal Company Data (Employees personal data, CV's, DL's, ID's, SSN's, Financial reports, Accounting data, Loans data, Case files, Agreements and much more); -Clients documentation (DL's, ID's, SSN's, Financial data, Credit cards information, Loans data, Case files, Agreements and much more); -Complete network map including credentials for local and remote services; -And more…",23/05/54371 09:08:13
Klasner Solomon & Partners Chartered Professional Accountants,http://www.klasnerandsolomon.com/,unknown,11/04/54370,NA,"We at KSP believe in the value of relationships. We view every client relationship like a partnership, and truly believe that our success is a result of your success. We are committed to providing close, personal attention to our clients. We take pride in giving you the assurance that the assistance you receive comes from years of advanced training, technical experience and financial acumen. Our continual investment of time and resources in professional continuing education, state-of-the-art computer technology and extensive business relationships is indicative of our commitment to excellence.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4bfef2a3-499b-4bf3-93a1-807d28e67233,BlackCat,NA,NA,"159 GB important documents has been downloaded from company file servers, including:  Internal Company Data (Employees personal data, CV's, DL's, ID's, SSN's, Financial reports, Accounting data, Loans data, Case files, Agreements and much more); Clients documentation (DL's, ID's, SSN's, Financial data, Credit cards information, Loans data, Case files, Agreements and much more); Complete network map including credentials for local and remote services; And more…",11/04/54370 21:32:16
Imagen Television,https://www.imagen.com.mx/,unknown,20/04/54363,NA,FULL DUMP ATTACHED,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b258e489-1026-4e5a-afaa-99285a6b3a90,BlackCat,NA,NA,FULL DUMP ATTACHED,20/04/54363 19:48:11
GREEN MOUNTAIN ELECTRIC SUPPLY (gmes.com),https://gmes.com,unknown,30/08/54362,NA,"Green Mountain Electric Supply, Inc. provides innovative and renewable energy solutions. We support this effort through a commitment to highly trained staff, changes in technology, new products, and strong partnerships with customers and vendors. Our goal is to lead the industry in advancement and to deliver excellent service with honesty, integrity, and urgency.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/a516b27a-33c7-432e-a2c3-3c98d5984442,BlackCat,NA,NA,"We have easily hacked corporate network of the gmes.com and downloaded more then 30 GB of sensitive data.  Data includes: - Employee data (SSN, DL, CC) - Customer data  - Financial documents - Projects data - GDPR protected data - And more...  We do not advise anyone to work with GMES due to the very low level of security in their corporate network. The management of this company is not interested in the privacy of personal data of its customers and employees. Corporate network gmes.com it contains a lot of stupid vulnerabilities, an ordinary user to whom we received initial access had access to the domain controller and local administrator rights on it, although he was not part of the domain administrators group.  The GMES backup system leaves much to be desired. It's funny that they didn't have offline backups of their data. We have successfully deleted all backup copies of their files, and therefore data recovery without payment has become impossible for them. The company's sysadmin is an absolutely incompetent person who is unable to protect the company's corporate network from hacking.  We attach all the stolen data to this post.",30/08/54362 17:47:38
Land Kärnten,https://www.ktn.gv.at/,unknown,05/04/54362,NA,"Karnten is divided into eight districts and 132 municipalities. There are 562,089 people living in Karnten.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/431393da-7368-4e51-94c0-c43712b799a7,BlackCat,NA,NA,"upd Dear goverment of Land Kärnten, you didn't want to cooperate.The personal data of your citizens has been sold to third parties.Peace!  Many invoices,covid2019 test results,arhives emails of Peter Kaiser and other government members.Many privat and secret info stealed. Many scans of passports,including new and old passports of Governor Dr. Peter Kaiser.",05/04/54362 09:38:57
SYSOL,https://www.sysol.net/,unknown,21/10/54358,NA,"SYSOL is a company dedicated to provide solutions for your present and future networking, security and computers needs, using cutting-edge technology products and delivering high quality services. At present time we are focusing into specialized areas to serve different markets, offering an integrated solution to address your special requirements, ensuring the success of your project. Our commitment as a company is to provide the highest quality engineering and reliable services in order to develop a long-time relationship, anticipating the needs of our clients.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/bc98e837-006c-4e1d-acc7-76f9d2e00022,BlackCat,NA,NA," Even if you think you are doing something good, it can have bad consequences. We have about 8 GB of company data:  - Accounting statements  - IT developments  - Invoices, reports from clients  - QuickBooks database",21/10/54358 05:09:14
Tecnopack,https://www.tecnopackspa.it/en/,unknown,01/02/54346,NA,"Tecno Pack Spa Soggetta a direzione e coordinamento di DUALCI S.R.L. Via Lago di Albano, 76 36015 Schio (VI) - ITALY Tel. +39.0445.575661 Fax. +39.0445.575672 comm@tecnopackspa.it P.IVA IT02492110248 R.E.A. N.234940 C.F. e Reg.Imp.: 02492110248 Cap.Soc. € 120.000 i.v.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/eede7c9d-3e8a-48b9-87ab-32767b9ec92f,BlackCat,NA,NA,"We are pleased to know you, though only through these pages. We are a dynamic team of professionals with great enthusiasm for our work. Each member of our team integrates more than twenty years of personal experience with that of his colleagues. We going to publish the data at Friday.",01/02/54346 00:05:22
Boom Logistics (boomlogistics.com.au),https://boomlogistics.com.au,unknown,24/07/54345,NA,"At BOOM, we deliver lifting solutions, with scale and precision, every time. BOOM offers a complete project service across all sectors across Australia. We provide project assurance to free up your key resources and help you concentrate on your core business activities.  We see every project as an opportunity to innovate and find better ways of doing things, saving money and time. Our promise is to deliver above customer expectations every day with exceptional service and skill.  We can help support you to build new bridges, construct and install wind farms, maintain your heavy plant and equipment on your mine site, optimise your existing infrastructure or handle everyday maintenance across your rail and telecommunications network.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/bf9ec086-74dc-43ce-a4a2-4f4396775fb1,BlackCat,NA,NA,"We have downloaded more than 50 GB of sensitive data from network of boomlogistics.com.au, including: - Customer data - Employee data - GDPR protected data - Financial documents - Projects data  We do not advise anyone to work with boomlogistics. They don't care about the privacy of their employees' and customers' data. We downloaded more than 50 GB of data from their corporate network, the security level of which leaves much to be desired.  We attach the stolen data to this post.",24/07/54345 22:55:47
YCUA,https://www.ycua.org/,unknown,13/02/54331,NA,"The Ypsilanti Community Utilities Authority (YCUA) provides water and wastewater services to the Ypsilanti area. Water and/or wastewater services are provided to the City of Ypsilanti, Charter Township of Ypsilanti, Pittsfield Township, Augusta Township, Sumpter Township and Superior Township. YCUA contracts with the Western Townships Utilities Authority (WTUA) to provide wastewater treatment services for the Townships of Canton, Northville, and Plymouth.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f7548fc4-bc25-4877-88fd-54f6e8c610d0,BlackCat,NA,NA,ALL DATA AVAILABLE TO DOWNLOAD! ENJOY!,13/02/54331 20:19:41
Campbell & Partners Consulting,https://www.campbellandpartners.com/,unknown,21/10/54325,NA,"About CPC With 20 years industry-specific experience, Chairman Rick Campbell launched Campbell and Partners Consulting (CPC) in 2015 with a vision to provide an unparalleled level of industry expertise combined with dynamic customer service that exceeds client expectations whilst meeting the global corporate need for bespoke vendor-independent complete print solutions. Commencing operations in Melbourne, Australia, CPC now has offices in Sydney, Auckland, Chicago, New York and London. With a team of industry and market specialists, we provide dedicated support and project partnership to a rapidly growing list of diverse global customers requiring enterprise-level solutions.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/8ba46354-d087-4afc-a3b0-1c8241adbdb9,BlackCat,NA,NA,"49 GB data has been downloaded from company file servers, including:   Internal Company Data (Employees personal data, CV's, DL's, ID's, SSN's, Financial reports, Accounting data, Loans data, Agreements and much more); Clients documentation (DL's, ID's, SSN's, Financial data, Credit cards information, Loans data, Case files, Agreements and much more); Complete network map including credentials for local and remote services; And more…",21/10/54325 02:46:39
The People's Federal Credit Union | tpfcu.com ,https://tpfcu.com,unknown,26/07/54323,NA,"We successfully exfiltrated 95 GB of sensitive date of The People's Federal Credit Union: billings, financial invoices, documents, reports and etc. ",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/bc6d70e6-164f-43f0-81fe-16fdeb257ff6,BlackCat,NA,NA,"We successfully exfiltrated 95 GB of sensitive date of The People's Federal Credit Union: billings, financial invoices, documents, reports and etc. ",26/07/54323 21:51:08
"Horwitz Law, Horwitz & Associates",https://www.horwitzlaw.com/,unknown,07/10/54309,NA,"Horwitz Law, Horwitz & Associates was hacked. All data was downloaded from they Network. There is a lot private and sensitive information, like a clients DOB, SSN, Personal data, Medical records, law cases. Law cases about drug addicts, home abuse, car accidents and many others. If you are a client of that firm - we are glad to inform you, what from now - your personal data is unsafe and can be public or sold out on dark market. We have all info about all clients, workers and partners of that firm, this is a few proofs: ",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/7b4b3c5b-d3da-414c-954b-6cd8286953b7,BlackCat,NA,NA,"Horwitz Law, Horwitz & Associates was hacked. All data was downloaded from they Network. There is a lot private and sensitive information, like a clients DOB, SSN, Personal data, Medical records, law cases. Law cases about drug addicts, home abuse, car accidents and many others. If you are a client of that firm - we are glad to inform you, what from now - your personal data is unsafe and can be public or sold out on dark market.  We have all info about all clients, workers and partners of that firm, this is a few proofs:",07/10/54309 04:32:44
BRITISH LINK KUWAIT,https://blk.com.kw/,unknown,25/02/54307,NA,"British Link Kuwait - Engineering, Logistics, Aluminium & Commercial",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/7aeb89d9-806b-4de5-b3ed-8f1e25885268,BlackCat,NA,NA,"------------------------------------------------------------------------------ We downloaded information from all network, by our smart-filters. Data incules: 1) sensitive company data 2) clients information 3) sql data bases 4) finance documentation 5) intranet documentation 6) passports/id/etc private documents  ------------------------------------------------------------------------------ All your subsidiaries will be will be notified about incident.  Jood Gulf Holding Co. Clima Control Elite Logistics Rovian Mineral Water Orchid Real Estate GAMI and Coolware Al Rawabit Al Iraqiya ------------------------------------------------------------------------------ The information below will be available very soon Screens of information bellow. ------------------------------------------------------------------------------",25/02/54307 04:29:30
"Innotec, Corp.",https://www.innotecgroup.com,unknown,12/03/54296,NA,"Advanced design, engineering and manufacturing of innovative LED lighting and technology for the automotive, tractor, outdoor, and retail lighting markets.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/32b893bd-89a9-449d-941d-db3233bc6856,BlackCat,NA,NA,"INNOTECGROUP was attacked on March 14, 2022. All important information in the amount of 250 GB was stolen. Because of their misunderstanding and inability to negotiate, we share information with you. You should not work with them, their structure is also not protected, and the vulnerability has not been fixed. Companies that will be subject to attacks related to them should sue Innotecgroup. ",12/03/54296 21:39:47
Municipio de Quito,https://quito.gob.ec,unknown,04/09/54292,NA,"Municipality of the Metropolitan District of Quito. It complies with the legislative task for the approval of ordinances, resolutions and agreements in the Metropolitan District of Quito.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/062f4ac7-b8b3-4a60-b5ac-7d582d215c40,BlackCat,NA,NA,"ALL DATA AVAILABLE FOR DOWNLOAD, ENJOY!!!",04/09/54292 15:38:47
Phoenix/Packaging Inc.,https://phoenixpackagingpa.com,unknown,18/08/54290,NA,"Phoenix/Packaging is a custom manufacturer, as well as a distributor.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/d8ebab85-554d-4b03-a32d-cfad79ba2c17,BlackCat,NA,NA,"FIRST DATA PACK NOW AVAILABLE FOR DOWNLOAD, ENJOY!!! 3 MORE DATA PACKS ARE UPCOMING SOON! NEXT PACK ALL EMAILS!",18/08/54290 08:52:14
"Davis Law Group, P.C.",https://dlgva.com,unknown,01/07/54289,NA,Davis Law Group was founded in 1989 by Doug Davis.,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/bbc8aa46-906c-4ef4-91ca-4377cb9f2af0,BlackCat,NA,NA,"ALL DATA AVAILABLE FOR DOWNLOAD, ENJOY!!!",01/07/54289 17:02:20
j-w-anderson.com,https://www.jwanderson.com/ru,unknown,25/12/54287,NA,"JW Anderson LTD is the company which no one should work with- or for-, because of their lowest IT security level.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/56e2085c-a9a0-4125-aabe-726265cfdc6e,BlackCat,NA,NA,"W Anderson LTD is the company which no one should work with- or for-, because of their lowest IT security level.  We do have a lot of experience in our business field, different corps, various countries.  But when it comes to the lowest level of any company IT protection, we believe it is our mandatory duty to share our experience, in order for any valuable company to avoid any relations with corps like this one, JW Anderson LTD.  First thing which was surprising is the amateur level of “Primary Protection”. In other words – hacking this company was even easier than making coffee. Unexpected for us, dangerous for partners of this corp.  Second surprise – JW Anderson`s corporate VPN was exposed to the 2018 vulnerability. Feels like their IT admin exists only for existing, no other functionality, no data protection, no protection at all. Good for us, unacceptable for any corp`s client, partner, contractor, etc.  Third surprise – since we`ve got access to corp`s VPN, almost instantly got access to the Admin Domain. Guess why it was so fast and easy? Simple: because corp`s Administrator password word on ""qwerty1234"" level of security. Applause to JW Anderson`s admin and CEO (Jenny Galimberti).  Fourth and final surprising episode - we were negotiating with JW Anderson representative, but at the final step company decided to skip the deal and recover by itself. But they failed. We believe that’s another proof of their IT Admin + CEO collaboration failure, as they always do in IT. Probably admin said “I can! I will!” and CEO wanted just to believe but not to analyze, so accepted admin`s fairy tales.  This corp made us really happy to see the example of the lowest management and IT skills.  Next steps.  - JW Anderson failed to have a deal with us, so we have no options, but their Data publishing to public bog; - We are kindly ask Media to cover this case so many of potential businesses who are thinking to deal with JW Anderson LTD would never do that, because their IT security level is amateur and has no understanding about actual reality.  Thanks in advance, hope you enjoyed.   ",25/12/54287 06:58:47
FRISA.com,https://www.frisa.com/en/welcome,unknown,19/07/54287,NA,"Hello Frisa! We want to inform you that we start upload your data to our blog! Everyday that you ignoring us we will add files. Also every your client will know that you company not protected, not reliable. You will lose money and your dear customers.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9f657e20-bc7b-48d8-aecd-3176f4426eb8,BlackCat,NA,NA,"Hello Frisa! We want to inform you that we start upload your data to our blog! Everyday that you ignoring us we will add files. Also every your client will know that you company not protected, not reliable. You will lose money and your dear customers.",19/07/54287 08:32:17
"Richardson & Pullen, PC",https://www.richardsonandpullen.com,unknown,09/08/54286,NA,"90 GB data has been downloaded from company file servers, including:  Internal Company Data (Employees personal data, CV's, DL's, ID's, SSN's, Financial reports, Accounting data, Loans data, Agreements and much more); Clients documentation (DL's, ID's, SSN's, Financial data, Credit cardsinformation, Loans data, Agreements and much more); Complete network map including credentials for local and remote services; And more…",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/391e6e0d-95d6-4ee3-9eb5-1808f0397673,BlackCat,NA,NA,"Richardson & Pullen, PC, has a long heritage of providing legal services in Allegany County and the surrounding areas. Our firm can trace the origins of its predecessor law practices back to 1827, when Ransom Lloyd (1799-1870) set up a law office in Angelica. The practice was handed down through four generations of the Lloyd and Richardson family, in Angelica and later in Fillmore. Previous incarnations of the firm include Cooley & Lloyd, Lloyd & Pulling, Richardson, Flenagin & Smith, and Richardson, Pullen & Braughtigam. Past and present partners of the firm have variously served the community as judge, district attorney, county legislator and even a U.S. congressman. The current firm was founded by David P. Richardson (1908-1990), who began practicing law in Fillmore with his father in 1940. He was joined by David T. Pullen in 1975, who took over leadership of the firm in 1980 when David P. Richardson retired. Other attorneys have worked with the firm in the years since, and several former partners continue to work in the area in private practice or government service. We remain committed to our community and strive to provide professional and affordable legal expertise with a personal touch and unique understanding of local conditions and issues that cannot be matched by big city firms.",09/08/54286 18:24:52
Calvetti Ferguson,https://calvettiferguson.com/,unknown,03/04/54277,NA,"FIRST AND SECOND DATA PACK 350GB NOW AVAILABLE FOR DOWNLOADING, ENJOY!!!",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/a97aedc2-8416-4f36-ba65-0f943c0e73a0,BlackCat,NA,NA,"FIRST AND SECOND DATA PACK 350GB NOW AVAILABLE FOR DOWNLOADING, ENJOY!!!",03/04/54277 13:26:04
Alliant Physical Therapy DATA,NA,NA,08/12/54273,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f402581e-e80f-4450-9ed2-6c5276a5faef,BlackCat,NA,NA,NA,08/12/54273 23:43:05
DC ADVISORY,https://www.dcadvisory.com/,unknown,17/09/54271,NA,"FIRST DATA PACK, 63 GB CLIENTS DOCUMENTS.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/2dbbeb0b-4be8-4839-a00d-be4d98252d28,BlackCat,NA,NA,"THIS IS ONLY BEGINNING, IF YOU CONTINUE KEEP SILENCE WE WILL PUBLISH ALL 4.22 TB YOUR DATA STEP BY STEP! ",17/09/54271 05:43:11
Trace Midstream,NA,NA,17/01/54271,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/2eeda1c1-a4e3-4a57-90be-66b5fef93117,BlackCat,NA,NA,NA,17/01/54271 03:47:06
North View Escrow Corp,NA,NA,20/11/54270,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/bc00f0a5-e855-499c-bf74-2d2a9216aa7b,BlackCat,NA,NA,NA,20/11/54270 18:03:00
secova.com | Secova Inc,NA,NA,25/09/54268,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c9ad1e64-18ca-4445-8e2d-14502260bf45,BlackCat,NA,NA,NA,25/09/54268 06:41:50
"Monteleone & McCrory, LLP",NA,NA,30/08/54257,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/7e8e0ca3-d3d1-4cf2-99d7-2d45dc59b64e,BlackCat,NA,NA,NA,30/08/54257 04:49:36
eNoah it solutions,NA,NA,11/06/54255,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/7cb17130-1053-4849-b09c-68f8fa3ea4f2,BlackCat,NA,NA,NA,11/06/54255 20:57:08
Barakat Travel and Private Jet was Hacked,NA,NA,29/01/54244,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/de2d3b12-a50a-41d4-8747-148c0129fb44,BlackCat,NA,NA,NA,29/01/54244 12:02:24
wallyedgar.com | Wally Edgar Chevrolet,NA,NA,24/03/54241,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/5277f6fa-c7c2-4ed7-a042-9c74b63620a2,BlackCat,NA,NA,NA,24/03/54241 02:23:34
tgs.com.ar,NA,NA,16/05/54240,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c130501b-6b80-4538-b6b7-8a52163318de,BlackCat,NA,NA,NA,16/05/54240 22:12:34
Florida International University (www.fiu.edu),NA,NA,12/03/54238,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9b762a66-dfd4-44a1-92ee-6df595a35a2d,BlackCat,NA,NA,NA,12/03/54238 02:12:52
North Carolina A&T State University (www.ncat.edu),NA,NA,11/07/54232,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b52b9a32-2d4b-436e-a736-3a61883e2000,BlackCat,NA,NA,NA,11/07/54232 21:59:02
bet9ja.com | goldbet.it,NA,NA,03/07/54232,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/683f74fc-b6b4-4de6-9c20-2886a956bcaf,BlackCat,NA,NA,NA,03/07/54232 17:35:13
Enoah Isolutions,NA,NA,13/07/54228,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/1ee56554-9cc6-4895-ab37-602ffc759faa,BlackCat,NA,NA,NA,13/07/54228 02:27:39
www.innotecgroup.com,NA,NA,22/12/54227,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/0020b2a6-cfe7-4cde-872b-cc0a6a8cefc6,BlackCat,NA,NA,NA,22/12/54227 18:16:44
NECSUM TRISON,NA,NA,20/04/54223,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/e117ebaf-c10b-487d-9252-c09d7dabcfe5,BlackCat,NA,NA,NA,20/04/54223 22:25:20
NECSUM,NA,NA,01/04/54223,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/047aff8b-ba5a-4029-a470-f297f9edbb85,BlackCat,NA,NA,NA,01/04/54223 22:27:57
Favoris Holding AG (favoris-ag.ch),NA,NA,19/05/54222,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/752ab58b-2912-42d3-8ad9-ee38a1bfab2d,BlackCat,NA,NA,NA,19/05/54222 23:52:23
WKPZ Law,NA,NA,14/06/54219,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9a7f6417-6572-45fa-af0f-a07ebe8955b2,BlackCat,NA,NA,NA,14/06/54219 04:44:24
SSW Consulting,NA,NA,19/02/54217,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/036e70bd-a8f8-4c30-bccf-a2078a67c0e1,BlackCat,NA,NA,NA,19/02/54217 22:49:01
Dober,NA,NA,17/02/54217,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/3031cc33-2fe6-4c50-b144-195858897b30,BlackCat,NA,NA,NA,17/02/54217 00:55:34
Rudsak Inc | rudsak.com,NA,NA,29/04/54208,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f147f958-caa9-4262-83b3-6e96d48a26d7,BlackCat,NA,NA,NA,29/04/54208 22:47:31
DC Solutions FR&Switzerland (dcsolution.ch),NA,NA,10/12/54204,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4d382ca9-c8cb-4af2-a533-d543460ad0c1,BlackCat,NA,NA,NA,10/12/54204 03:11:53
CASTGROUP.COM.BR,NA,NA,14/02/54204,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/e21b617a-07dd-42f3-b412-304d860051b7,BlackCat,NA,NA,NA,14/02/54204 08:38:37
VOYAGER DISTRIBUTING COMPANY PTY. LTD.,NA,NA,12/07/54199,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/239af4e2-048a-4e3e-8340-af99ed336f27,BlackCat,NA,NA,NA,12/07/54199 21:38:18
Relationships Australia,NA,NA,18/05/54199,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/50b8b4bf-d37b-4671-b22f-5301413b75de,BlackCat,NA,NA,NA,18/05/54199 14:43:51
tgs.com.ar,NA,NA,07/03/54198,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c7b9fa75-5aef-46fa-9999-ebfd6e473fe0,BlackCat,NA,NA,NA,07/03/54198 22:43:32
LW Group,NA,NA,15/06/54194,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b4df4abc-a475-4772-8278-6a59fb7663be,BlackCat,NA,NA,NA,15/06/54194 10:45:27
inibsa.com | inibsadental.com | inibsa.net 2TB FULL DATA,NA,NA,13/12/54191,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/52c61db9-f2e2-4cef-b69a-f75c5e8693a7,BlackCat,NA,NA,NA,13/12/54191 02:54:15
Maintainco Inc. | maintainco.com | starlift.com,NA,NA,22/04/54191,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/22988430-0867-466c-815e-331e08266b66,BlackCat,NA,NA,NA,22/04/54191 20:07:13
"KELLY,REMMEL&ZIMMERMAN first part",NA,NA,04/01/54191,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/ab651533-0ce6-4bdb-9e48-47ce9ed250ad,BlackCat,NA,NA,NA,04/01/54191 10:47:39
Bradsby Group | bradsbygroup.com ,NA,NA,09/02/54189,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6008acdf-1054-42a3-88c0-50c73c3965e5,BlackCat,NA,NA,NA,09/02/54189 09:42:39
unapen.internal,NA,NA,19/12/54177,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/080f9fba-c0f3-4a66-830f-88b8357f98a2,BlackCat,NA,NA,NA,19/12/54177 22:01:27
M.T.B.,NA,NA,12/01/54176,NA,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/3d65d70d-8fd7-4d1e-bac6-01546fb65486,BlackCat,NA,NA,NA,12/01/54176 20:58:58
