Organisation,Org_URL,Country,Industry,Pub_Date,Leak_Type,Description,Ransom_URL,Ransom_Group,Views,Leak_Size,Leak_Links,Org_Revenue,Percentage_Leaked
Stm.com.tw,http://stm.com.tw/,Taiwan,Manufacturing,2022-07-04,Financial Records,"Over the past 50 years, STM have been actively studying the research and development of connectors, the research of material application, and the design and manufacture of high-precision products and molds.One-stop service to meet the diverse needs and high-quality requirements of customers.In recent two decades, STM has continuously invested in the advanced automatic assembly technology and equipments. The quality and control meets international standards, with highly competitive advantages. STM has an important place in the supply chain of leading companies in the technology, information and electronics industries globally.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/stm.com.tw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Stm.com.tw,http://stm.com.tw/,Taiwan,Manufacturing,2022-07-04,Customer Data,"Over the past 50 years, STM have been actively studying the research and development of connectors, the research of material application, and the design and manufacture of high-precision products and molds.One-stop service to meet the diverse needs and high-quality requirements of customers.In recent two decades, STM has continuously invested in the advanced automatic assembly technology and equipments. The quality and control meets international standards, with highly competitive advantages. STM has an important place in the supply chain of leading companies in the technology, information and electronics industries globally.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/stm.com.tw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Stm.com.tw,http://stm.com.tw/,Taiwan,Manufacturing,2022-07-04,Operations,"Over the past 50 years, STM have been actively studying the research and development of connectors, the research of material application, and the design and manufacture of high-precision products and molds.One-stop service to meet the diverse needs and high-quality requirements of customers.In recent two decades, STM has continuously invested in the advanced automatic assembly technology and equipments. The quality and control meets international standards, with highly competitive advantages. STM has an important place in the supply chain of leading companies in the technology, information and electronics industries globally.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/stm.com.tw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Stm.com.tw,http://stm.com.tw/,Taiwan,Manufacturing,2022-07-04,Employee Data,"Over the past 50 years, STM have been actively studying the research and development of connectors, the research of material application, and the design and manufacture of high-precision products and molds.One-stop service to meet the diverse needs and high-quality requirements of customers.In recent two decades, STM has continuously invested in the advanced automatic assembly technology and equipments. The quality and control meets international standards, with highly competitive advantages. STM has an important place in the supply chain of leading companies in the technology, information and electronics industries globally.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/stm.com.tw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Stm.com.tw,http://stm.com.tw/,Taiwan,Manufacturing,2022-07-04,Server Data,"Over the past 50 years, STM have been actively studying the research and development of connectors, the research of material application, and the design and manufacture of high-precision products and molds.One-stop service to meet the diverse needs and high-quality requirements of customers.In recent two decades, STM has continuously invested in the advanced automatic assembly technology and equipments. The quality and control meets international standards, with highly competitive advantages. STM has an important place in the supply chain of leading companies in the technology, information and electronics industries globally.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/stm.com.tw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Site-technology,https://www.site-technology.com,United Arab Emirates,Information Technology,2022-07-19,Financial Records,"More than1000 employeesin Abu Dhabi, Dubai, Riyadh, Jeddah, khobar, Doha, Baghdad and Beirut. Driven by a common Vision, sharing common Values and inspired by a spirit of innovation, our people are still displaying unwavering dedication to put the Group at the forefront of the turnkey solution providers and maintain a leadership position.Site Technology is a supplier, system integrator, and a contractor, with a range of services that covers the design, procurement, installation, commissioning, operation and maintenance of new systems along with the upgrade, support and management of existing systems in different activity sectors:– Technology– Power– Contracting– Power GenerationAfter 26 years of operations, the group has more than 1000 employees operating in 8 different locations:Abu Dhabi / Dubai/ Riyadh/ Jeddah/ Khobar/ Doha/ Beirut/ Baghdad. Combining this vast spectrum of efficacies with a highly trained team of specialists, we are able to offer system based turnkey solutions that are performance driven, cost-effective and remarkably straightforward. It is this signature quality that has consistently distinguished our services and garnered our clients’ professional trust.Site Technology has 12 business activities:1- ELV & Integrated Security Systems2- Network Integration Systems3- Biometrics Systems4- Audiovisual Systems5- UPS Systems6- Data Center7- Power Production & Conversion8- Infrastructure Contracting9- General Contracting10- Renewable Energy11- Fossil Energy12- Recoverable Energies. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/site-technology_,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion/,NA,NA
Site-technology,https://www.site-technology.com,United Arab Emirates,Information Technology,2022-07-19,Customer Data,"More than1000 employeesin Abu Dhabi, Dubai, Riyadh, Jeddah, khobar, Doha, Baghdad and Beirut. Driven by a common Vision, sharing common Values and inspired by a spirit of innovation, our people are still displaying unwavering dedication to put the Group at the forefront of the turnkey solution providers and maintain a leadership position.Site Technology is a supplier, system integrator, and a contractor, with a range of services that covers the design, procurement, installation, commissioning, operation and maintenance of new systems along with the upgrade, support and management of existing systems in different activity sectors:– Technology– Power– Contracting– Power GenerationAfter 26 years of operations, the group has more than 1000 employees operating in 8 different locations:Abu Dhabi / Dubai/ Riyadh/ Jeddah/ Khobar/ Doha/ Beirut/ Baghdad. Combining this vast spectrum of efficacies with a highly trained team of specialists, we are able to offer system based turnkey solutions that are performance driven, cost-effective and remarkably straightforward. It is this signature quality that has consistently distinguished our services and garnered our clients’ professional trust.Site Technology has 12 business activities:1- ELV & Integrated Security Systems2- Network Integration Systems3- Biometrics Systems4- Audiovisual Systems5- UPS Systems6- Data Center7- Power Production & Conversion8- Infrastructure Contracting9- General Contracting10- Renewable Energy11- Fossil Energy12- Recoverable Energies. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/site-technology_,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion/,NA,NA
Site-technology,https://www.site-technology.com,United Arab Emirates,Information Technology,2022-07-19,Communication Records,"More than1000 employeesin Abu Dhabi, Dubai, Riyadh, Jeddah, khobar, Doha, Baghdad and Beirut. Driven by a common Vision, sharing common Values and inspired by a spirit of innovation, our people are still displaying unwavering dedication to put the Group at the forefront of the turnkey solution providers and maintain a leadership position.Site Technology is a supplier, system integrator, and a contractor, with a range of services that covers the design, procurement, installation, commissioning, operation and maintenance of new systems along with the upgrade, support and management of existing systems in different activity sectors:– Technology– Power– Contracting– Power GenerationAfter 26 years of operations, the group has more than 1000 employees operating in 8 different locations:Abu Dhabi / Dubai/ Riyadh/ Jeddah/ Khobar/ Doha/ Beirut/ Baghdad. Combining this vast spectrum of efficacies with a highly trained team of specialists, we are able to offer system based turnkey solutions that are performance driven, cost-effective and remarkably straightforward. It is this signature quality that has consistently distinguished our services and garnered our clients’ professional trust.Site Technology has 12 business activities:1- ELV & Integrated Security Systems2- Network Integration Systems3- Biometrics Systems4- Audiovisual Systems5- UPS Systems6- Data Center7- Power Production & Conversion8- Infrastructure Contracting9- General Contracting10- Renewable Energy11- Fossil Energy12- Recoverable Energies. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/site-technology_,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion/,NA,NA
Site-technology,https://www.site-technology.com,United Arab Emirates,Information Technology,2022-07-19,Employee Data,"More than1000 employeesin Abu Dhabi, Dubai, Riyadh, Jeddah, khobar, Doha, Baghdad and Beirut. Driven by a common Vision, sharing common Values and inspired by a spirit of innovation, our people are still displaying unwavering dedication to put the Group at the forefront of the turnkey solution providers and maintain a leadership position.Site Technology is a supplier, system integrator, and a contractor, with a range of services that covers the design, procurement, installation, commissioning, operation and maintenance of new systems along with the upgrade, support and management of existing systems in different activity sectors:– Technology– Power– Contracting– Power GenerationAfter 26 years of operations, the group has more than 1000 employees operating in 8 different locations:Abu Dhabi / Dubai/ Riyadh/ Jeddah/ Khobar/ Doha/ Beirut/ Baghdad. Combining this vast spectrum of efficacies with a highly trained team of specialists, we are able to offer system based turnkey solutions that are performance driven, cost-effective and remarkably straightforward. It is this signature quality that has consistently distinguished our services and garnered our clients’ professional trust.Site Technology has 12 business activities:1- ELV & Integrated Security Systems2- Network Integration Systems3- Biometrics Systems4- Audiovisual Systems5- UPS Systems6- Data Center7- Power Production & Conversion8- Infrastructure Contracting9- General Contracting10- Renewable Energy11- Fossil Energy12- Recoverable Energies. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/site-technology_,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion/,NA,NA
Site-technology,https://www.site-technology.com,United Arab Emirates,Information Technology,2022-07-19,Server Data,"More than1000 employeesin Abu Dhabi, Dubai, Riyadh, Jeddah, khobar, Doha, Baghdad and Beirut. Driven by a common Vision, sharing common Values and inspired by a spirit of innovation, our people are still displaying unwavering dedication to put the Group at the forefront of the turnkey solution providers and maintain a leadership position.Site Technology is a supplier, system integrator, and a contractor, with a range of services that covers the design, procurement, installation, commissioning, operation and maintenance of new systems along with the upgrade, support and management of existing systems in different activity sectors:– Technology– Power– Contracting– Power GenerationAfter 26 years of operations, the group has more than 1000 employees operating in 8 different locations:Abu Dhabi / Dubai/ Riyadh/ Jeddah/ Khobar/ Doha/ Beirut/ Baghdad. Combining this vast spectrum of efficacies with a highly trained team of specialists, we are able to offer system based turnkey solutions that are performance driven, cost-effective and remarkably straightforward. It is this signature quality that has consistently distinguished our services and garnered our clients’ professional trust.Site Technology has 12 business activities:1- ELV & Integrated Security Systems2- Network Integration Systems3- Biometrics Systems4- Audiovisual Systems5- UPS Systems6- Data Center7- Power Production & Conversion8- Infrastructure Contracting9- General Contracting10- Renewable Energy11- Fossil Energy12- Recoverable Energies. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/site-technology_,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion/,NA,NA
Skupstina,https://www.skupstina.me,Montenegro,Government,2022-08-19,Financial Records,"Department for Public Relations performs tasks related to the following: informing the public on activities of the Parliament, the President, vice-presidents and the Secretary General, working bodies and MPs, preparing and issuing press releases in cooperation with the organisational units, organising of press conferences, planning, preparing and organising of communication with the public, as well as external communication, providing professional support for appearances in the media, issuing accreditations to the journalists and keeping records of the accredited journalists, as well as organising citizens’ visits to the Parliament.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Skupstina,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Skupstina,https://www.skupstina.me,Montenegro,Government,2022-08-19,Communication Records,"Department for Public Relations performs tasks related to the following: informing the public on activities of the Parliament, the President, vice-presidents and the Secretary General, working bodies and MPs, preparing and issuing press releases in cooperation with the organisational units, organising of press conferences, planning, preparing and organising of communication with the public, as well as external communication, providing professional support for appearances in the media, issuing accreditations to the journalists and keeping records of the accredited journalists, as well as organising citizens’ visits to the Parliament.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Skupstina,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Skupstina,https://www.skupstina.me,Montenegro,Government,2022-08-19,Employee Data,"Department for Public Relations performs tasks related to the following: informing the public on activities of the Parliament, the President, vice-presidents and the Secretary General, working bodies and MPs, preparing and issuing press releases in cooperation with the organisational units, organising of press conferences, planning, preparing and organising of communication with the public, as well as external communication, providing professional support for appearances in the media, issuing accreditations to the journalists and keeping records of the accredited journalists, as well as organising citizens’ visits to the Parliament.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Skupstina,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Skupstina,https://www.skupstina.me,Montenegro,Government,2022-08-19,Server Data,"Department for Public Relations performs tasks related to the following: informing the public on activities of the Parliament, the President, vice-presidents and the Secretary General, working bodies and MPs, preparing and issuing press releases in cooperation with the organisational units, organising of press conferences, planning, preparing and organising of communication with the public, as well as external communication, providing professional support for appearances in the media, issuing accreditations to the journalists and keeping records of the accredited journalists, as well as organising citizens’ visits to the Parliament.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Skupstina,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ginspectionservices,https://www.ginspectionservices.com/,United States of America,Professional Services,2022-09-20,Financial Records,"Global Inspection Services (GIS) is a high performance inspection, testing & certification organization that provides services for EPC, Owners, Vendors, among other clients. GIS deals with O&G, Power Generation, Water, Mining & Handling, and some other industries (Paper, Chemicals, Fertilizers, Shipbuilding...). We are experts in Pressure Equipment & Commissioning. GIS group has offices and branches in 5 countries of Europe, Asia and America; and in-house staff in 13 countries. We have several certifications, approvals and accreditations, being Independent Inspection Body (399/EI707), Independent Notified Body (NoBo 2744), etc. Portfolio of services:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ginspectionservices,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ginspectionservices,https://www.ginspectionservices.com/,United States of America,Professional Services,2022-09-20,Employee Data,"Global Inspection Services (GIS) is a high performance inspection, testing & certification organization that provides services for EPC, Owners, Vendors, among other clients. GIS deals with O&G, Power Generation, Water, Mining & Handling, and some other industries (Paper, Chemicals, Fertilizers, Shipbuilding...). We are experts in Pressure Equipment & Commissioning. GIS group has offices and branches in 5 countries of Europe, Asia and America; and in-house staff in 13 countries. We have several certifications, approvals and accreditations, being Independent Inspection Body (399/EI707), Independent Notified Body (NoBo 2744), etc. Portfolio of services:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ginspectionservices,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ginspectionservices,https://www.ginspectionservices.com/,United States of America,Professional Services,2022-09-20,Operations,"Global Inspection Services (GIS) is a high performance inspection, testing & certification organization that provides services for EPC, Owners, Vendors, among other clients. GIS deals with O&G, Power Generation, Water, Mining & Handling, and some other industries (Paper, Chemicals, Fertilizers, Shipbuilding...). We are experts in Pressure Equipment & Commissioning. GIS group has offices and branches in 5 countries of Europe, Asia and America; and in-house staff in 13 countries. We have several certifications, approvals and accreditations, being Independent Inspection Body (399/EI707), Independent Notified Body (NoBo 2744), etc. Portfolio of services:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ginspectionservices,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ginspectionservices,https://www.ginspectionservices.com/,United States of America,Professional Services,2022-09-20,Server Data,"Global Inspection Services (GIS) is a high performance inspection, testing & certification organization that provides services for EPC, Owners, Vendors, among other clients. GIS deals with O&G, Power Generation, Water, Mining & Handling, and some other industries (Paper, Chemicals, Fertilizers, Shipbuilding...). We are experts in Pressure Equipment & Commissioning. GIS group has offices and branches in 5 countries of Europe, Asia and America; and in-house staff in 13 countries. We have several certifications, approvals and accreditations, being Independent Inspection Body (399/EI707), Independent Notified Body (NoBo 2744), etc. Portfolio of services:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ginspectionservices,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Murphyfamilyventures,https://www.murphyfamilyventures.com,United States of America,Consulting,2022-09-29,Financial Records,NA,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Murphyfamilyventures,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Murphyfamilyventures,https://www.murphyfamilyventures.com,United States of America,Consulting,2022-09-29,Communication Records,NA,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Murphyfamilyventures,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Murphyfamilyventures,https://www.murphyfamilyventures.com,United States of America,Consulting,2022-09-29,Employee Data,NA,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Murphyfamilyventures,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Murphyfamilyventures,https://www.murphyfamilyventures.com,United States of America,Consulting,2022-09-29,Server Data,NA,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Murphyfamilyventures,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ville-chaville,https://www.ville-chaville.fr,France,Government,2022-10-14,Financial Records,La Ville de Chaville victime d’une cyberattaque.,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ville-chaville,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ville-chaville,https://www.ville-chaville.fr,France,Government,2022-10-14,Communication Records,La Ville de Chaville victime d’une cyberattaque.,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ville-chaville,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ville-chaville,https://www.ville-chaville.fr,France,Government,2022-10-14,Employee Data,La Ville de Chaville victime d’une cyberattaque.,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ville-chaville,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Ville-chaville,https://www.ville-chaville.fr,France,Government,2022-10-14,Server Data,La Ville de Chaville victime d’une cyberattaque.,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Ville-chaville,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Dialogsas,http://www.dialogsas.fr/,France,Transportation,2022-10-15,Financial Records,"CERTIFICATION ISO 9001 V2015. Le certificat ISO 9001 v2015 de DIALOG, pour les activités Logistique Industrielle, stockage, emballage, confinement et transport a été renouvelé pour une durée de 3 ans. Il est désormais valide jusqu’au 28 janvier 2024.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Dialogsas,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Dialogsas,http://www.dialogsas.fr/,France,Transportation,2022-10-15,Communication Records,"CERTIFICATION ISO 9001 V2015. Le certificat ISO 9001 v2015 de DIALOG, pour les activités Logistique Industrielle, stockage, emballage, confinement et transport a été renouvelé pour une durée de 3 ans. Il est désormais valide jusqu’au 28 janvier 2024.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Dialogsas,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Dialogsas,http://www.dialogsas.fr/,France,Transportation,2022-10-15,Employee Data,"CERTIFICATION ISO 9001 V2015. Le certificat ISO 9001 v2015 de DIALOG, pour les activités Logistique Industrielle, stockage, emballage, confinement et transport a été renouvelé pour une durée de 3 ans. Il est désormais valide jusqu’au 28 janvier 2024.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Dialogsas,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Dialogsas,http://www.dialogsas.fr/,France,Transportation,2022-10-15,Server Data,"CERTIFICATION ISO 9001 V2015. Le certificat ISO 9001 v2015 de DIALOG, pour les activités Logistique Industrielle, stockage, emballage, confinement et transport a été renouvelé pour une durée de 3 ans. Il est désormais valide jusqu’au 28 janvier 2024.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Dialogsas,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
bfw,https://www.bfw.de,Germany,Education,2022-10-18,Financial Records,"Sie möchten eine Umschulung machen und sich beruflich weiterentwickeln? Sie benötigen eine Weiterbildung, um mit der rasanten Entwicklung des digitalisierten Arbeitsmarktes Schritt halten zu können? Sie haben persönliche berufliche Ziele, die Sie gerne noch erreichen möchten?. Dann sind Sie bei uns im bfw – Unternehmen für Bildung genau richtig. Wir bilden Sie für Ihren Beruf aus und qualifizieren Sie weiter. An über 200 Standorten beraten und schulen wir Sie individuell – unsere Dozentinnen und Dozenten sind Spezialisten im regionalen Arbeitsmarkt. Dadurch schaffen wir für Sie die besten Berufschancen in Ihrer Region und Sie profitieren von unseren hohen Vermittlungsquoten. Mit auf dem Arbeitsmarkt anerkannten Zertifikaten bekommen Sie die optimale Basis für Ihren Erfolg und Ihre persönliche Entwicklung.Aufgrund unserer langen Tradition vertreten wir Werte, die Sie als Mensch in den Mittelpunkt unseres Wirken und Handelns stellen. Ihre Bedürfnisse stehen bei uns immer an erster Stelle – das versprechen wir Ihnen.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/bfw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
bfw,https://www.bfw.de,Germany,Education,2022-10-18,Communication Records,"Sie möchten eine Umschulung machen und sich beruflich weiterentwickeln? Sie benötigen eine Weiterbildung, um mit der rasanten Entwicklung des digitalisierten Arbeitsmarktes Schritt halten zu können? Sie haben persönliche berufliche Ziele, die Sie gerne noch erreichen möchten?. Dann sind Sie bei uns im bfw – Unternehmen für Bildung genau richtig. Wir bilden Sie für Ihren Beruf aus und qualifizieren Sie weiter. An über 200 Standorten beraten und schulen wir Sie individuell – unsere Dozentinnen und Dozenten sind Spezialisten im regionalen Arbeitsmarkt. Dadurch schaffen wir für Sie die besten Berufschancen in Ihrer Region und Sie profitieren von unseren hohen Vermittlungsquoten. Mit auf dem Arbeitsmarkt anerkannten Zertifikaten bekommen Sie die optimale Basis für Ihren Erfolg und Ihre persönliche Entwicklung.Aufgrund unserer langen Tradition vertreten wir Werte, die Sie als Mensch in den Mittelpunkt unseres Wirken und Handelns stellen. Ihre Bedürfnisse stehen bei uns immer an erster Stelle – das versprechen wir Ihnen.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/bfw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
bfw,https://www.bfw.de,Germany,Education,2022-10-18,Employee Data,"Sie möchten eine Umschulung machen und sich beruflich weiterentwickeln? Sie benötigen eine Weiterbildung, um mit der rasanten Entwicklung des digitalisierten Arbeitsmarktes Schritt halten zu können? Sie haben persönliche berufliche Ziele, die Sie gerne noch erreichen möchten?. Dann sind Sie bei uns im bfw – Unternehmen für Bildung genau richtig. Wir bilden Sie für Ihren Beruf aus und qualifizieren Sie weiter. An über 200 Standorten beraten und schulen wir Sie individuell – unsere Dozentinnen und Dozenten sind Spezialisten im regionalen Arbeitsmarkt. Dadurch schaffen wir für Sie die besten Berufschancen in Ihrer Region und Sie profitieren von unseren hohen Vermittlungsquoten. Mit auf dem Arbeitsmarkt anerkannten Zertifikaten bekommen Sie die optimale Basis für Ihren Erfolg und Ihre persönliche Entwicklung.Aufgrund unserer langen Tradition vertreten wir Werte, die Sie als Mensch in den Mittelpunkt unseres Wirken und Handelns stellen. Ihre Bedürfnisse stehen bei uns immer an erster Stelle – das versprechen wir Ihnen.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/bfw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
bfw,https://www.bfw.de,Germany,Education,2022-10-18,Server Data,"Sie möchten eine Umschulung machen und sich beruflich weiterentwickeln? Sie benötigen eine Weiterbildung, um mit der rasanten Entwicklung des digitalisierten Arbeitsmarktes Schritt halten zu können? Sie haben persönliche berufliche Ziele, die Sie gerne noch erreichen möchten?. Dann sind Sie bei uns im bfw – Unternehmen für Bildung genau richtig. Wir bilden Sie für Ihren Beruf aus und qualifizieren Sie weiter. An über 200 Standorten beraten und schulen wir Sie individuell – unsere Dozentinnen und Dozenten sind Spezialisten im regionalen Arbeitsmarkt. Dadurch schaffen wir für Sie die besten Berufschancen in Ihrer Region und Sie profitieren von unseren hohen Vermittlungsquoten. Mit auf dem Arbeitsmarkt anerkannten Zertifikaten bekommen Sie die optimale Basis für Ihren Erfolg und Ihre persönliche Entwicklung.Aufgrund unserer langen Tradition vertreten wir Werte, die Sie als Mensch in den Mittelpunkt unseres Wirken und Handelns stellen. Ihre Bedürfnisse stehen bei uns immer an erster Stelle – das versprechen wir Ihnen.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/bfw,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
waltersandwolf,https://waltersandwolf.com,United States of America,Engineering and Construction,2022-11-04,Financial Records,"We are disciplined in practicing the Toyota production system, growing and building lean thinkers focused on adding more value to our customers, both internally and externally. You can learn from our system with over 6,000 videos in our content library.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/waltersandwolf,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
